artist,uri,danceability,energy,tempo
"Labrinth, Sia & Diplo Present... LSD",spotify:track:4lJNen4SMTIJMahALc3DcB,0.69,0.7140000000000001,112.009
Waka Flocka Flame Featuring Drake,spotify:track:5ORf8BZMbq4xN9kiumrPcQ,0.7120000000000001,0.758,140.02
Wale,spotify:track:4jK1VQQGDnNOLfyVXCxGsR,0.563,0.414,193.549
Wolfgang Haffner,spotify:track:6HYnRjnD8ItAT0DmclhHXz,0.6609999999999999,0.431,115.019
Alexandre Desplat,spotify:track:7gpOnvWuD2C8xzybFj1MXa,0.6779999999999999,0.383,92.027
CAPYAC,spotify:track:6RUUaEumPDW1ZDSUUluOyg,0.726,0.672,105.997
The Weeknd,spotify:track:7uJH0YdSZL6psjxI6Xy08b,0.3720000000000001,0.477,101.097
Maroon 5 Featuring Cardi B,spotify:track:6V1bu6o1Yo5ZXnsCJU8Ovk,0.851,0.541,124.959
Kane Brown,spotify:track:19kUPdKTp85q9RZNwaXM15,0.634,0.516,153.83100000000005
In Her Own Words,spotify:track:3jLj7HQNl4LXc9vNuwcFyw,0.518,0.927,101.162
J. Cole Featuring TLC,spotify:track:6JG0qhINKVwiHxqN85j7RG,0.607,0.784,81.00399999999998
Shakey Graves,spotify:track:7DZDL3s3RnDMgOU103NWVu,0.415,0.467,172.99599999999995
DJ Khaled Featuring Cardi B & 21 Savage,spotify:track:1Hd2XLitkt1PYCWSbfF5qV,0.861,0.6659999999999999,145.041
Lil Skies Featuring Landon Cube,spotify:track:3ZhTT6yjZwpPph5MIJ53XY,0.691,0.6829999999999999,140.002
M83.,spotify:track:1eyzqe2QqGZUmfcPZtrIyt,0.526,0.7120000000000001,105.009
Todd Terry,spotify:track:3n1kKy9snWcZc2t49YdHcH,0.7709999999999999,0.695,123.996
Geneva Jacuzzi,spotify:track:1LkwXd6SUE6RlOdsTuXsKV,0.772,0.401,127.644
for KING & COUNTRY,spotify:track:2fOs1YeQPjNEIZgLbI80h5,0.475,0.385,99.997
The Weeknd,spotify:track:37F0uwRSrdzkBiuj0D5UHI,0.705,0.505,160.043
Carrie Underwood,spotify:track:05BgC2247XGi8ySwBzOO0o,0.54,0.7659999999999999,139.999
Hammerfall,spotify:track:09KGVAPbTOZkF89yTxxnTV,0.435,0.942,135.1
Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,spotify:track:6I3KeXBT0E9MoMqYz8srVq,0.767,0.782,116.491
Idina Menzel,spotify:track:0qcr5FMsEO85NAQjrlDRKo,0.541,0.485,136.95600000000002
"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",spotify:track:79reBHqpRoWXaQbjBBY3UC,0.861,0.6509999999999999,122.985
Shakira,spotify:track:1N3dZ7TTWO6VcD4Y3hHYLZ,0.705,0.609,115.474
Angerfist,spotify:track:5x82GFvfxn9iLmzVSgy7dJ,0.364,0.974,180.11
Ellie Goulding,spotify:track:23HjDkbfUfZEY3aC2O3098,0.659,0.7140000000000001,130.015
Cardi B Featuring 21 Savage,spotify:track:0dIoGTQXDh1wVnhIiSyYEa,0.908,0.524,138.015
"Shaggy Featuring Mohombi, Faydee, Costi",spotify:track:74Xdx4ezYQQlg8wKswq25T,0.529,0.794,119.956
Post Malone Featuring Swae Lee,spotify:track:5VuxWXbt7XENQCtE9TzpTv,0.672,0.7170000000000001,160.981
Calibre 50,spotify:track:5TVpVYcU47B23onx6llnvv,0.7490000000000001,0.59,129.985
Jana Kramer,spotify:track:2PlV5tbBAReUfsO6R55gxe,0.528,0.773,143.816
Shakira Featuring Maluma,spotify:track:6mICuAdrwEjh6Y6lroV2Kg,0.852,0.773,102.034
Hovvdy,spotify:track:71WzoGZcDWzrKZqSkiY3Tz,0.614,0.467,172.05599999999995
Lil Wayne Featuring Kendrick Lamar,spotify:track:0dbTQYW3Ad1FTzIA9t90E8,0.855,0.6940000000000001,122.078
Tyga,spotify:track:0srwKuJPH8yBzzFUJMBQM2,0.929,0.339,98.986
Justin Bieber Featuring Ludacris,spotify:track:6epn3r7S14KUqlReYr77hA,0.728,0.86,65.043
Kip Moore,spotify:track:73WWkaWkIRSP3MYGZ14aY4,0.555,0.746,75.01
Dirt Rock Empire,spotify:track:6qZDHo3vj6YARmCvmtr4VL,0.607,0.696,93.993
Hiphop Tamizha,spotify:track:1jCKAMsvvLowhwmrI1aNsz,0.521,0.9,140.04399999999998
Crazy Daylight,spotify:track:7uDyYo1rqndGZn8Ha8O0H1,0.8340000000000001,0.7909999999999999,103.013
DaVido,spotify:track:5CWaYPulpYMRRl1ToR6yO7,0.7140000000000001,0.7020000000000001,126.511
Kiesza,spotify:track:0c6xIDDpzE81m2q797ordA,0.838,0.72,122.99
Holy Communion Instrumental Duo,spotify:track:62ESFZYSM6LhMPYbXQGYNx,0.419,0.0413,130.341
Imran Khan,spotify:track:6HGoVbCUr63SgU3TjxEVj6,0.726,0.652,163.87900000000005
MitiS,spotify:track:27rEHO47NDdwzlRqcaYAcf,0.308,0.8420000000000001,75.744
Bilal Saeed,spotify:track:7cuYb19oTyv1tLTgzH7qpv,0.6509999999999999,0.5379999999999999,79.985
Synestesia,spotify:track:47NH6lzyFmUpzVqvGtGGS5,0.36,0.912,108.873
Chris Brown Featuring Lil Wayne & Busta Rhymes,spotify:track:3hsmbFKT5Cujb5GQjqEU39,0.767,0.677,146.155
Nana Grizol,spotify:track:7w3UdxHC2iH5Rq8St46xit,0.42,0.627,150.055
Mika Singh,spotify:track:6WediUhXDfm8FR3wlM0r3G,0.728,0.9,131.971
Kendrick Lamar Featuring Zacari,spotify:track:6PGoSes0D9eUDeeAafB2As,0.8,0.585,126.058
Katy Perry,spotify:track:2xLOMHjkOK8nzxJ4r6yOKR,0.7190000000000001,0.674,125.98
The American Dollar,spotify:track:0NumikA6sJlsb7FOvZTK7y,0.211,0.311,119.97
Tord Gustavsen Trio,spotify:track:1eJV2gW7s33ypc0sXTkVKC,0.515,0.0283,100.598
This Wild Life,spotify:track:7G89dEgWAsFw4rODlvygqB,0.629,0.581,89.51100000000002
Sam Hunt,spotify:track:6DEaND0SHv3sC11xobZLiy,0.5579999999999999,0.7190000000000001,158.031
Gwen Stefani,spotify:track:2WIxwn8LZRI7knO1VbwdaE,0.741,0.7140000000000001,118.036
Pistol Annies,spotify:track:0sgnJ5LFjEy2IuQ99NEZ1C,0.655,0.547,132.226
Baths,spotify:track:000JBwAOq5d9lNNSnovPYg,0.794,0.669,120.037
John Coltrane,spotify:track:5JIy7hIzBwROoZvhEDRpKf,0.456,0.106,123.716
Bryson Tiller,spotify:track:3pXF1nA74528Edde4of9CC,0.765,0.35600000000000004,97.001
Dean Lewis,spotify:track:3EPXxR3ImUwfayaurPi3cm,0.5529999999999999,0.586,126.684
Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,spotify:track:7F9vK8hNFMml4GtHsaXui6,0.6829999999999999,0.53,75.016
Roddy Ricch Featuring A Boogie Wit da Hoodie,spotify:track:5j1yOqWONR9T6l43AzJ6Es,0.757,0.6729999999999999,92.958
Lil Wayne,spotify:track:4aX4Oycsk1fhHIee1zqsDe,0.644,0.6609999999999999,154.001
Psyanide,spotify:track:60k6RwLp3j3ypmznbkV7M4,0.528,0.994,149.963
FaltyDL,spotify:track:1LXAogXzkfGauEWDX0qK0s,0.7340000000000001,0.84,120.021
Thomas Rhett,spotify:track:4O1CExxinEpKZi3861NlTK,0.5489999999999999,0.866,87.964
Jake Owen,spotify:track:5NUvj4WX2tAQGxOF4CWJ7I,0.654,0.7490000000000001,108.004
The Arcs,spotify:track:7BaDRi8gmRnOducT6KaOfc,0.4920000000000001,0.378,126.402
Mac Miller,spotify:track:5bJ1DrEM4hNCafcDd1oxHx,0.52,0.5379999999999999,141.894
Crass,spotify:track:5x0RS1fgmFZjIUSBAcUfgm,0.194,0.984,202.308
Katy Perry Featuring Snoop Dogg,spotify:track:6tS3XVuOyu10897O3ae7bi,0.7909999999999999,0.754,125.014
Cattle Decapitation,spotify:track:71Xt6VYnf3wMkIumZNd5xz,0.244,0.986,117.005
Drake Featuring Lil Wayne,spotify:track:4Kz4RdRCceaA9VgTqBhBfa,0.7659999999999999,0.442,201.8
Todd Terry,spotify:track:5jxJdq2daY0q1jHuXt8dnO,0.7390000000000001,0.772,122.997
Goldmund,spotify:track:5kEBCeCA8lrYyLar9WGbhY,0.208,0.0823,65.65
Johann Sebastian Bach,spotify:track:7plHcTn6GUBgF2TQVb8yFS,0.316,0.0303,110.347
XXXTENTACION,spotify:track:7floNISpH8VF4z4459Qo18,0.763,0.726,139.059
Sara Bareilles,spotify:track:6Uy6K3KdmUdAfelUp0SeXn,0.551,0.836,185.063
Eric Church,spotify:track:3wxgj5N8ZKoZWHDw6FJUf2,0.5760000000000001,0.355,137.232
Tim McGraw & Faith Hill,spotify:track:421ebjYqaIXEG2KloTbXlH,0.466,0.504,151.719
R. City Featuring Adam Levine,spotify:track:0sQLhT32E9ZG2zn5iYR6nN,0.508,0.677,121.928
Bruno Mars,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,0.637,0.843,109.012
Fifth Harmony Featuring Fetty Wap,spotify:track:7nD9nN3jord9wWcfW3Gkcm,0.6890000000000001,0.7909999999999999,95.04
Tycho,spotify:track:5xH6Pxtmd85ld7ceeYovKF,0.476,0.56,166.021
Times Of Grace,spotify:track:65ONb3flqPpPRmq3MJd3bo,0.35100000000000003,0.981,174.014
Thomas Rhett,spotify:track:63OQWdXMq0Pe6pRpWY5gO0,0.695,0.6409999999999999,101.974
Hammerfall,spotify:track:5JK9I7KlRFxo7bHN4StOo2,0.442,0.983,165.02200000000005
Glee Cast,spotify:track:1qFc3A0HbtUc8WU0ObJSsH,0.528,0.446,175.979
The Petulant,spotify:track:3T9jgDuaRlrDuraRNoN55C,0.201,0.95,100.011
Dean Blunt,spotify:track:0sCV5SGElhIptbEo1dk6wZ,0.24,0.746,61.085
Joe Nichols,spotify:track:43lL05gZ1DqG4YJ74rCPmM,0.404,0.845,165.703
Josh Kelley,spotify:track:26AGhzVb4qXRy1QBMR7lzG,0.612,0.737,106.871
Ed Sheeran,spotify:track:6K8qKeWo5MsFED7wCR6Kop,0.818,0.67,119.988
Necrophagia,spotify:track:7gRLzMJjmznThICB8eXdZK,0.0752,0.88,173.601
Destruction,spotify:track:4Rs4Ctmp9IcxksO87dk7xN,0.415,0.997,96.49
Meek Mill Featuring Tory Lanez,spotify:track:5J5PXmMdQ2nh1lZOal8KmK,0.5920000000000001,0.701,129.501
Billy Kenny,spotify:track:28rFqLIV8tXfyR9rzPoCLI,0.8079999999999999,0.933,124.004
Mac Miller,spotify:track:2Y0kKL90NsxMNAHqvTuhps,0.593,0.809,156.125
Joey Trap,spotify:track:0OBa4QzELV9wajnoxcQJMp,0.84,0.679,96.521
Ciara,spotify:track:0rFZaQ4crlGAzuCjWCQ2xu,0.5770000000000001,0.5760000000000001,133.97299999999998
Michael Ray,spotify:track:2TLDilmv1UmRTfyb7f2Hrx,0.565,0.825,160.003
Jake Owen,spotify:track:5dNGORzxFb5z3v7vSAFkTU,0.527,0.902,181.96400000000003
Jason Aldean Featuring Miranda Lambert,spotify:track:2dwoqUYTy6SOy1dFqcTndC,0.552,0.698,90.006
The Kooks,spotify:track:6qWUtUtexTpwXJhCPFTxTr,0.544,0.8740000000000001,150.934
Black Asteroid,spotify:track:1hEheAdQ5jPdpbNqYjGAEG,0.794,0.907,130.017
JFC,spotify:track:7yGXpkDnLEr5iaOVbU4MRM,0.634,0.462,147.89700000000005
Chris Young,spotify:track:575wNG8uXiF5jjaSdWqdxZ,0.6,0.599,99.05
BLACKPINK,spotify:track:18PergoIrGmRyeYxnaXJN2,0.738,0.861,131.974
Lukas Graham,spotify:track:5ArQzSBevAdXTxRY6Ulhbq,0.7120000000000001,0.799,83.99600000000002
Niall Horan,spotify:track:2cOUlop2ZakjOKe4WinesN,0.735,0.425,85.89399999999998
Taylor Swift,spotify:track:1JbR9RDP3ogVNEWFgNXAjh,0.7659999999999999,0.7090000000000001,128.07
G-Eazy & Kehlani,spotify:track:1Eck97uRMlprKOOJN9oO1E,0.565,0.7709999999999999,168.385
Jackie Gleason,spotify:track:3JRUFyuwMF6QHqXdCSpx1v,0.14300000000000002,0.155,83.553
Testament,spotify:track:6wmznLCL35OVO4ccewSYyx,0.305,0.959,119.655
of Montreal,spotify:track:72o5GKc9jmiCTex2MPPoAI,0.418,0.8959999999999999,122.066
Yellowman,spotify:track:6FblkEAGym7CdY5fzW8iNT,0.8059999999999999,0.479,179.53599999999997
Blake Shelton,spotify:track:1dyxS3YzBbL0t8rEVwVQ1K,0.5379999999999999,0.752,139.984
Abrasion,spotify:track:7fJrYuXOHKeqq4Dh1MB6st,0.166,0.481,125.784
Travis Scott,spotify:track:2cYqizR4lgvp4Qu6IQ3qGN,0.763,0.628,140.958
Neha Kakkar,spotify:track:0Ms1V2flsPzr2bVqImelCB,0.725,0.912,104.054
Kent Jones,spotify:track:27PmvZoffODNFW2p7ehZTQ,0.464,0.7709999999999999,158.77700000000004
DJ Isaac,spotify:track:67l1rBGrnkh7642qmpWE3K,0.634,0.895,150.05700000000004
Hans Zimmer,spotify:track:6bHjk4FudnJpUEz1PGs1YS,0.193,0.306,116.493
Mika Singh,spotify:track:16NMvEYAus3qS1czInNNZl,0.818,0.972,110.036
Somewhere Off Jazz Street,spotify:track:2tdocYv2igbQr7HCsgStOM,0.314,0.388,174.82299999999995
Justin Bieber,spotify:track:4B0JvthVoAAuygILe3n4Bs,0.845,0.5670000000000001,125.02
Lifehouse,spotify:track:7AsqUKKbPMxOFNIbRLBxHt,0.5429999999999999,0.919,125.022
Kenny Chesney,spotify:track:13JngJc6J0ykO7Pq0gin35,0.596,0.503,134.032
Dr Zeus,spotify:track:3cvMKd8PNsfNyyXtxWil9o,0.889,0.879,96.016
Nate Fifield,spotify:track:3TSY3QD9tEN1TrN6BfdWjY,0.321,0.1,81.683
Marduk,spotify:track:6yfUlQIGYDDA5FoK8Vl9mg,0.0669,0.987,186.27
Alexandre Desplat,spotify:track:3wI1iRjhNoGWAwXswtXUcS,0.171,0.0253,116.105
Lukas Graham,spotify:track:5kqIPrATaCc2LqxVWzQGbk,0.765,0.473,119.992
Justin Timberlake,spotify:track:5mIqtDBiw3rqMxsJc4UVM6,0.611,0.6779999999999999,137.864
Gucci Mane,spotify:track:6rUcS9i07F6okIe8wujs5J,0.741,0.6579999999999999,142.05700000000004
Varien,spotify:track:4cuBQhxCjoXW9EX2UqeQwo,0.258,0.747,120.619
Carpenter Brut,spotify:track:1coJ1H1FiEZG93naXkOsNF,0.537,0.911,120.036
Imagine Dragons,spotify:track:15DrrIod12Tc2IoMaHiwlQ,0.5529999999999999,0.657,107.889
Butterfly Trajectory,spotify:track:0FZltgGB5zWC5U2usAVLw3,0.551,0.6759999999999999,139.993
Ariana Grande & Nathan Sykes,spotify:track:63bo7NDoWdMFXufhsYOxwG,0.32299999999999995,0.327,81.329
Bill Charlap Trio,spotify:track:1Rx7TVIX8t9pZFJdLq0vvY,0.386,0.0481,148.305
Kodak Black Featuring Travis Scott & Offset,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,98.043
Alicia Keys,spotify:track:4JOP8ELK6AaeySe7sKe996,0.595,0.507,86.09899999999998
Xiaoyong Chen,spotify:track:1bi3ZusxiZ8ZGMQnQZQ2LL,0.269,0.0482,164.59099999999995
Pharrell Williams,spotify:track:60nZcImufyMA1MKQY3dcCH,0.647,0.8220000000000001,160.019
Sia Featuring Sean Paul,spotify:track:3S4px9f4lceWdKf0gWciFu,0.628,0.698,89.976
Grimes,spotify:track:1Rr3ELmKFgoMiDwB1HYbvW,0.5329999999999999,0.9,99.994
Oneohtrix Point Never,spotify:track:29CQl42Yv6jBUrVgbq35jr,0.258,0.191,103.286
The Assist,spotify:track:1ITVog2coWAiXGV3n1tyDT,0.742,0.495,119.993
Lil Uzi Vert,spotify:track:4pCEIQ6wBVuaJdER5bALtO,0.852,0.4320000000000001,140.042
"21 Savage, Offset & Metro Boomin Featuring Quavo",spotify:track:0tdCy39PgWN8LFWu34ORn3,0.845,0.399,143.049
Craig Campbell,spotify:track:389JMtmedq5MLhikWghmzw,0.6809999999999999,0.747,106.977
Glee Cast,spotify:track:5LpDo0jI2zArdHXrHnKf8m,0.645,0.375,81.027
Ella Mai,spotify:track:0At2qAoaVjIwWNAqrscXli,0.561,0.779,81.965
Frau Doktor,spotify:track:0mEv4zjFAWZl1OyzYLQucp,0.5529999999999999,0.8909999999999999,172.109
Black Metal Raccoons,spotify:track:6S9AeyLvGBNvtjoxqkW2Cq,0.483,0.914,130.00799999999998
Fleddy Melculy,spotify:track:1ntqPFzbMG25zl38pvgn4S,0.396,0.936,85.001
2 Chainz Featuring Kendrick Lamar,spotify:track:7jKUnzzOGhAlPjr7LkIUlE,0.7959999999999999,0.467,179.97400000000005
Thad Jones,spotify:track:5l8uIvSV1J8HlN8odaQ8wq,0.311,0.182,114.819
Ne-Yo,spotify:track:03ZtlmARAMWhAgZSIs6Fes,0.763,0.794,99.999
Carly Rae Jepsen,spotify:track:0PGLRTN0X6DrXh645WJCIY,0.622,0.8079999999999999,122.121
YoungBoy Never Broke Again,spotify:track:1k7KigfkZh2Xb6khqV1a0K,0.799,0.659,177.957
gnash Featuring Olivia O'Brien,spotify:track:7vRriwrloYVaoAe3a9wJHe,0.4920000000000001,0.275,92.6
Tipling Rock,spotify:track:2zB9vnfZWYGZ5oHefWBMa6,0.504,0.37,145.086
Mike Posner,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,0.6629999999999999,0.713,101.965
Ace Hood Featuring Chris Brown,spotify:track:2aDsxXzs55S9I7THzNoHdD,0.603,0.82,152.05700000000004
TesseracT,spotify:track:7khQrdng5Zj4bkpS7sQr17,0.573,0.923,130.005
Glee Cast,spotify:track:7x9TjeSywHXoyy3DJTRacA,0.753,0.975,122.001
Glee Cast,spotify:track:3GZuofjHU2nu8kcifVt1SY,0.32,0.0622,183.497
Pitbull Featuring Christina Aguilera,spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,0.6729999999999999,0.758,135.95600000000002
Billy Currington,spotify:track:1tZ5C8zI326sIB4kBErdmC,0.606,0.4970000000000001,125.059
Charlie Puth,spotify:track:5cF0dROlMOK5uNZtivgu50,0.775,0.613,100.066
Bill Charlap Trio,spotify:track:0eiwMNwPyUosYVrIAb048w,0.523,0.515,94.455
Karol G & Nicki Minaj,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,0.8029999999999999,0.715,101.085
Emblem3,spotify:track:036GQb6SETOJJG8BxJTNxc,0.71,0.925,118.024
Grand Magus,spotify:track:4tJ5v2BOJhJpcgqOXnHNVL,0.471,0.951,103.489
The Weeknd,spotify:track:0sf12qNH5qcw8qpgymFOqD,0.513,0.7959999999999999,171.017
Kerion,spotify:track:2gewPleA99y88ziB8eo3PO,0.172,0.916,160.094
Tipling Rock,spotify:track:52N0IV8hLVkRmnpFclmCzK,0.58,0.388,74.851
Pitbull Featuring Akon,spotify:track:6r9uMZ7NBaMO1ovylcJZI4,0.754,0.693,128.062
Christina Perri,spotify:track:5u0YB9bpmgEPS2bPhwfRFV,0.463,0.755,145.319
The Sura Quintet,spotify:track:4AIATsCIspm8f8EUFuOSFO,0.458,0.476,172.055
Romeo Santos Featuring Nicky Jam & Daddy Yankee,spotify:track:0ERbK7qVqveCaBWIiYCrl3,0.635,0.713,179.864
iLoveMemphis,spotify:track:4OjuzM3rTWp3q60mEldNSF,0.741,0.488,160.018
Saib,spotify:track:3F0mcxksBp33QrL6oyjvLN,0.643,0.56,79.986
Rowland S. Howard,spotify:track:1lU9JPt5Gq8bSRZbh0o4I8,0.604,0.557,107.038
Agent K,spotify:track:5IFV5xQtSpEIjbpzLTzS2T,0.732,0.774,130.02
Paul Bley,spotify:track:5k2dDqdo0KGburbQu5xSSJ,0.4370000000000001,0.331,121.959
Holy Communion Instrumental Duo,spotify:track:0EYVmSd2ecMLKlw7QtdgVJ,0.481,0.101,136.708
6ix9ine,spotify:track:5KhFaq45chTw8RGfWo8T8J,0.764,0.711,90.076
Migos Featuring Travis Scott,spotify:track:204U3zjm9kkzX25Pr4Rdld,0.745,0.685,121.977
Fabulae Dramatis,spotify:track:70rpkPVOXZzEvu4Bc9lpGW,0.449,0.898,104.875
Hiphop Tamizha,spotify:track:6FXKnyOJBnwQYzxDfcTd8i,0.6579999999999999,0.94,161.11700000000005
Bruno Mars,spotify:track:41845KfPUpg17FYYw0lKYg,0.851,0.556,134.031
Mason Jennings,spotify:track:5ySISL5AcZ5uS5t7HtRVZh,0.518,0.57,137.77
Brett Eldredge,spotify:track:1XazlqB4YAtvouCmJPWXlM,0.518,0.6859999999999999,144.065
DJ Khaled Featuring Nipsey Hussle & John Legend,spotify:track:6O10oTtZIZ4DkkUqyfCbrR,0.35100000000000003,0.956,83.655
6ix9ine Featuring Bobby Shmurda,spotify:track:1KWLyoPChJrBQFscO8NW8D,0.7240000000000001,0.685,150.016
Ed Sheeran,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,0.7979999999999999,0.675,101.956
Jason Derulo,spotify:track:4IBuAtdsM6psUgfhHgoy4e,0.429,0.757,82.51700000000002
Destruction,spotify:track:4CA1GRHgFwskxkL67T18pv,0.285,0.989,160.387
Rich Homie Quan,spotify:track:07sOl7WsmCaUqaJaRn9Dss,0.846,0.4970000000000001,134.875
Maribou State,spotify:track:3PURbsY67tLMyausOABtit,0.5660000000000001,0.757,102.016
Todd Terry,spotify:track:4FAtIWDJCvuVP62gcTDRtq,0.7390000000000001,0.772,122.997
Blake Shelton,spotify:track:1MDogqDrStFSO9cdUTUFem,0.581,0.767,152.011
Zac Brown Band,spotify:track:7zNM46fo01dCBidY4yGNTZ,0.684,0.715,96.018
Outasight,spotify:track:0tr0D36L1RwPdUTFfyNq37,0.625,0.7859999999999999,119.982
Taiki Nulight,spotify:track:6rvwfGIof1BvFzCs24r5Yb,0.8029999999999999,0.799,128.03
"DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih",spotify:track:39qSXklPEyvZRzMwU1yZkg,0.456,0.76,148.063
Tech N9Ne Featuring 2 Chainz & B.o.B,spotify:track:0kIHfcHGFGm5xb0dSlKEdp,0.912,0.644,96.0
"Nicki Minaj, Drake & Lil Wayne",spotify:track:7KcGEssn7BnJdTgildK5y0,0.867,0.5579999999999999,139.061
Rob De Nijs,spotify:track:2qxqUASbF31HBBe4voU1f8,0.6409999999999999,0.649,144.191
Grupo G,spotify:track:0hIWFtRapuJrfDCovuGww9,0.894,0.698,95.021
Buddy Guy,spotify:track:0TuPaGnVZ9wwv0qAjCLEin,0.6409999999999999,0.539,95.942
Kings Of Tomorrow,spotify:track:0kTUtwlq88Pa63kr2BgkUm,0.902,0.324,123.002
Fleddy Melculy,spotify:track:5IGnhx8Nh7YutxkWitYwtH,0.344,0.946,169.752
Jay Sean Featuring Pitbull,spotify:track:4RP3afrf3AVFV1rTO0hFZh,0.662,0.8909999999999999,128.028
Bruno Mars,spotify:track:3G5iN5QBqMeXx3uZPy8tgB,0.561,0.7490000000000001,125.986
Jlin,spotify:track:4H3JrhfWm8h6FILr2Theml,0.7879999999999999,0.8290000000000001,118.506
Electric Wizard,spotify:track:0Ux9oUYVJBa2eFBX9y3JgE,0.37,0.812,121.425
Chris Brown,spotify:track:0709StHzSeXpdj2zmqF2o2,0.769,0.482,120.959
Blake Shelton,spotify:track:2tE8dp7Xvhx9bfqHfqs0GJ,0.392,0.605,155.586
Dierks Bentley,spotify:track:59tUXZ9dL0qkaa18WCfUnZ,0.579,0.878,165.972
John Fahey,spotify:track:5oOOOqmBDbpm1eCKFTOsJy,0.195,0.541,102.078
2 Chainz & Wiz Khalifa,spotify:track:00QyLmjxaSEE8qIZQjBXBj,0.5539999999999999,0.899,171.96599999999995
Lauv & Troye Sivan,spotify:track:7COXchtUOMd6uIT6HvmRaI,0.599,0.733,102.211
Ludacris Featuring Usher & David Guetta,spotify:track:6SLUwdeias7fn6qVq6LcgP,0.531,0.88,127.993
Konane,spotify:track:1B7kifOMqMxYXNVabukRkj,0.4970000000000001,0.477,77.464
Invincible Force,spotify:track:31p7vCypaNq0fCJow2awvV,0.266,0.996,188.852
Toro y Moi,spotify:track:6TFUZ8Bt1brEwomY90SKXi,0.629,0.823,169.96099999999996
6LACK,spotify:track:4AtZRwSR8BOTTQg5ihSggt,0.417,0.58,68.58
Deafheaven,spotify:track:7gTyR63h4FXXxOIXTZYDzv,0.22,0.5820000000000001,114.957
Cabaret Nocturne,spotify:track:3LSVxvKUyjEta3wdHQC2Dy,0.7859999999999999,0.758,115.991
Tinashe Featuring ScHoolboy Q,spotify:track:3jVtllWS5CFFWLQng8sKsr,0.742,0.595,101.013
"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",spotify:track:5N1o6d8zGcSZSeMFkOUQOk,0.872,0.8140000000000001,98.985
Yma Sumac,spotify:track:081siJKg4YrdaluvnBUEhn,0.614,0.516,153.234
Taylor Swift,spotify:track:1dGr1c8CrMLDpV6mPbImSI,0.359,0.5429999999999999,68.53399999999999
Slaine,spotify:track:6G6bAoFBecifFcDUZRPwVS,0.722,0.604,94.141
Clueless,spotify:track:2obNyzs0XsvBzvFBQ1ZLnU,0.91,0.825,105.003
TV Freaks,spotify:track:2uxShv8So3VY3xjnnAGBJM,0.0802,0.997,174.61700000000005
Dustin Lynch,spotify:track:4x7Di9FZJXJoxHjLxjImmp,0.499,0.797,85.054
Steven Price,spotify:track:4cnjW83kyOTjcEvSbKzy8N,0.407,0.433,119.923
Death,spotify:track:1MQqjaLSlWS72hRSoamcvA,0.451,0.989,139.13299999999998
for KING & COUNTRY,spotify:track:0ReSY5XOCFXFRooRS7hPxk,0.545,0.889,144.039
Uncle Kracker,spotify:track:4ZC8hXXqu2hPcDLw9QTdtQ,0.541,0.812,141.056
Elm Street,spotify:track:7MAPT8Clft06t6fV1aVlpb,0.424,0.957,144.025
Linkin Park,spotify:track:4tXBsD5sEzxlJjWCOz6qzs,0.56,0.925,135.009
Lloyd,spotify:track:0npGoOENjn7vVvIMmvWekQ,0.527,0.7959999999999999,155.99
Earthen Sea,spotify:track:6wwJpnx8QOlKhooSOp4I8I,0.13,0.0182,71.014
Jay Z Kanye West,spotify:track:1auxYwYrFRqZP7t3s7w4um,0.7879999999999999,0.8590000000000001,140.02700000000002
Jennifer Lopez Featuring Pitbull,spotify:track:4d2hD63oUGU3s7L66JD0BE,0.792,0.856,127.988
Three Drives On A Vinyl,spotify:track:5LW1KzrfirwnM33CG79mFn,0.452,0.984,134.97
Gucci Mane Featuring Usher,spotify:track:5xgAPoTn4YswCIOjAGNWJI,0.7809999999999999,0.8059999999999999,125.019
Lil Pump,spotify:track:43ZyHQITOjhciSUUNPVRHc,0.936,0.523,119.889
Iggy Azalea Featuring M0,spotify:track:7MQREx2p9bXdqm8WTGVkGI,0.807,0.747,93.009
Bill Monroe & His Blue Grass Boys,spotify:track:59DfC3QV6rESsMJ6AHq4rA,0.8270000000000001,0.368,109.739
"Young Thug, J. Cole & Travis Scott",spotify:track:7DcvwMAiqKJQD1rrdfxSDx,0.7959999999999999,0.586,97.981
Dierks Bentley,spotify:track:6q5nAr2JniAHj1gKheejE0,0.61,0.69,118.038
Kanye West,spotify:track:3sNVsP50132BTNlImLx70i,0.365,0.6659999999999999,149.445
Mighty Sparrow,spotify:track:2ryZSK3dfAAlO3Nf2Op36d,0.552,0.8440000000000001,110.987
Philip Glass,spotify:track:34eDtkmOUTbXbyIsITBP6v,0.327,0.0462,111.604
Beach House,spotify:track:5UFt0wpIRFSYTIPjZny4u9,0.448,0.733,142.00799999999995
